SpDiam_A,AATS5d,AATS7s,AATS8s,AATS1i,AATS2i,AATS3i,AATS4i,AATS6i,ATSC1dv,ATSC8dv,ATSC1d,ATSC7d,AATSC0v,MATS6s,MATS7s,MATS8s,GATS2c,GATS3c,GATS8c,GATS1dv,GATS3dv,GATS4dv,GATS6dv,GATS7dv,GATS8dv,GATS1d,GATS2d,GATS5d,GATS2s,GATS3s,GATS4s,GATS6s,GATS1v,GATS2v,GATS5p,GATS6p,GATS7p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS7i,GATS8i,RNCG,RPCG,Xc-3dv,Xc-5dv,Xc-6dv,AXp-0d,SdssC,SsNH2,SdO,SssO,SssS,SaaS,SddssS,MAXaaCH,AETA_alpha,AETA_beta_ns_d,ETA_dAlpha_B,ETA_epsilon_5,ETA_dEpsilon_D,IC1,CIC1,CIC2,ZMIC2,PEOE_VSA1,PEOE_VSA4,PEOE_VSA6,PEOE_VSA9,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA10,EState_VSA4,EState_VSA5,VSA_EState8,VSA_EState9,AMID_C,TopoPSA(NO),GGI6,GGI7,JGI4,RNCS,Mor02m,Mor03m,Mor13m,Mor26m,Mor30m,Mor31m,MOMI-Z,MLOGP,ESOL_Solubility_(mg/ml),Ali_Log_S,GATS3p,BCUTs-1h,TSRW10,Mor21m,AATSC0c,EState_VSA6,BCUTi-1h,MINaasC,GATS7c,Mor23m,Xc-4dv,GATS8d,ETA_dEpsilon_C,Mor16m,AATS3d,EState_VSA3,EState_VSA1,TASA,AXp-1d,GATS7d,SMR_VSA6,EState_VSA2,PEOE_VSA3,BCUTs-1l,MATS1c,Mor10m,GATS6v,SdsN,AATS2s,SsssCH,SsCH3,VSA_EState7,Mor22m,IC2,Silicos-IT_Log_P,PEOE_VSA11,GATS5c,MATS2s,GATS2dv,Mor11m,Xc-5d,JGI3,BCUTi-1l,SaaNH,GGI5,SsOH,GATS1c,GATS5dv,GGI9,GATS3d,GATS6d,Xch-6d,SdsCH,AATS3v,Mor12m,GATS6i,iLOGP,PEOE_VSA7,SdS,SdCH2,GGI8,ATSC8d,PEOE_VSA2,SMR_VSA5,ATSC0i
4.99633447,3.066666667,2.466666667,2.283702409,145.045857,151.7808163,154.5847109,162.0658088,153.7869852,91.43252595,-111.1868512,18.88696655,-25.21607074,52.22564214,-0.09577186839,-0.004723994585,-0.001318857314,0.8204296587,0.923798806,0.9197600469,0.4745684031,1.043212565,1.08311348,1.36831172,1.206264518,1.110483351,0.7604015041,1.435418941,1.159934498,0.5303073254,0.8992749702,0.7568720209,0.7937709652,0.9811979846,0.847892995,0.8060504642,1.15128987,1.17929948,1.151053834,1.150658022,1.213894295,0.9923983499,0.9381128886,1.083114681,0.9984535941,0.2926393097,0.168850319,1.762182231,0.4665289338,0.1020620726,0.7105510391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.055152759,0.4820512821,0.01923076923,0.01794871795,0.7580246914,0.01761633428,3.303997161,2.368428181,1.346490872,28.37327328,5.106527395,5.098681808,45.89405,11.38785599,5.106527395,14.76446326,5.414990469,28.26427081,19.87099066,12.96557803,5.414990469,0.0,41.174265,5.693927995,9.890925645,0.0,1.737281155,50.94,0.8785034014,0.6823270975,0.04949864499,124.1941533,18.79239773,-3.597444181,-1.302169865,-0.04458693,0.1663626326,0.09362744359,1856.890625,3.06,0.0027,-5.28,1.103688799,6.002808455,78.12176973,-0.3264177378,0.01218053691,12.13273414,14.69232742,0.276479125,0.7241267002,-0.4617004254,0.2041241452,1.031773903,-0.05185185185,-0.0105729946,3.253968254,5.917906046,0.0,528.1222388,0.4276901838,1.17816204,0.0,11.1645023,0.0,1.134637095,-0.3888343976,1.139915459,1.154318841,0.0,2.556712963,0.3906582,8.98611209,0.9021649974,-0.1878477709,4.32593447,4.64,0.0,0.6854834195,0.1412534912,0.8488242435,0.4974729971,0.7194749337,0.06296296296,10.94631401,0.0,1.341111111,9.704155719,1.3264719,1.199751581,0.1625,1.154411,1.363162691,0.6498253634,0.0,201.2122566,0.5658214589,1.191458704,3.19,41.66473186,0.0,0.0,0.4167375283,-23.07420223,9.665781456,46.57843287,76.56192824
4.83287049,3.280898876,2.793103448,2.854642314,149.6517217,156.7887235,165.1300249,161.1284905,163.1065269,74.27852893,75.41319632,11.26608978,1.135208221,47.50931806,-0.1940148838,-0.08331887009,0.08640454012,1.31642711,1.322431658,1.016702807,0.3869798971,1.039052346,1.026194743,1.266190829,0.9712334693,0.7252172632,0.6450498108,1.044650369,1.297543257,0.6101764648,0.9604706502,0.9095742073,1.485893777,0.9001993602,0.853075442,1.036944541,1.049558482,1.070124523,1.170095256,1.250283439,0.8916500422,1.005423611,1.067359088,0.9758674735,0.8242227403,0.1832797149,0.08637282833,0.6617085363,0.05720369498,0.0,0.6959864369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.907275554,0.4686813187,0.03846153846,0.03131868132,0.8153439153,0.01982091982,3.743368755,1.682895999,0.7237073367,28.33828488,5.316788604,5.098681808,0.0,17.57815784,4.390415048,24.73242031,0.0,11.38785599,24.73242031,6.544756406,12.74095804,15.7651876,34.64685839,6.066367068,4.618875901,0.0,1.51914289,68.52,0.5111564626,0.2803996599,0.04253753754,32.21497008,24.2729562,-2.989518449,-1.516796498,-0.1333143151,0.3854469559,-0.08393550899,1305.357101,1.75,0.0436,-3.57,0.805556883,8.001918363,75.13932174,-0.1062010687,0.0147850937,24.52642128,17.42477256,-0.3951477953,1.113295826,-0.6684345354,0.0,0.8129394876,-0.1085425685,0.4360415251,3.494505495,5.693927995,5.817220841,522.9692587,0.4357021238,0.9125681387,5.316788604,5.693927995,9.374393569,1.420292383,-0.2762177186,1.104209999,1.102410075,0.0,3.334064327,0.0,3.847536942,5.268762442,-0.3645166904,4.702557418,3.34,5.817220841,1.099511175,0.03847484423,0.7619906621,0.4378351831,0.3003491901,0.04742547425,10.98214139,0.0,0.5938888889,0.0,1.30917133,1.174096895,0.190316358,0.995832764,0.9494395786,0.4110544159,0.0,212.8490313,1.395941407,1.077214438,3.22,44.17930974,0.0,0.0,0.1937515747,5.498107085,14.64975998,20.39223081,95.28350552
4.808350992,3.307692308,2.595588235,2.598870056,144.7629259,147.7589175,153.50475,153.9041889,157.9388272,26.51862673,-0.1607012418,6.734842951,-1.685902118,49.22976446,-0.1005165051,0.09118856424,0.07486897859,1.233316744,0.8490926167,0.9127689359,0.563096817,1.017292389,1.040318302,1.090552143,0.9179279139,1.025513645,0.5911242604,1.079036348,1.086253983,1.03106203,0.8978491903,0.9035789474,1.115573061,0.7846235028,0.9533476093,0.9340563371,1.007845284,1.090007646,0.97878136,1.152129437,0.975662232,1.155467498,1.053043714,0.9989757454,1.077909055,0.1934537568,0.1287815026,0.4238365946,0.0761440227,0.0,0.6732572563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.076018519,0.4826086957,0.0,0.01739130435,0.75,0.01956521739,2.774861885,2.434591481,1.11403462,30.60576651,0.0,5.098681808,36.39820241,11.38785599,0.0,20.16532066,0.0,33.77213846,20.16532066,0.0,0.0,0.0,33.77213846,0.0,0.0,0.0,1.735372024,54.46,0.2586394558,0.1962159864,0.02134680135,53.96419523,20.9493021,-2.789726047,-1.178525788,-0.09450641028,0.3661234005,-0.2843668516,1329.437404,1.91,0.0207,-3.87,0.9599488377,3.059383016,70.9626906,-0.1385715416,0.01067137917,6.196843572,14.69083966,0.8433441463,0.8162329719,-0.804014489,0.0,0.9852071006,-0.05774183887,0.5466778154,3.615384615,0.0,0.0,500.8371994,0.4390698553,0.9707187609,0.0,0.0,0.0,1.427583999,-0.201462112,0.8987283895,1.044367211,0.0,3.150793651,0.0,0.0,5.496754903,-0.1655858354,4.095418745,4.49,0.0,1.35936082,-0.1683114035,0.9206770241,0.7666155023,0.2749716524,0.02736928105,10.94914378,2.944144148,0.5488888889,0.0,1.141619329,1.156957764,0.01530864198,1.275716887,1.050023357,0.4235402421,0.0,223.7627732,1.329958429,0.9136801667,1.76,29.82891977,0.0,0.0,0.1033163265,-1.674214755,15.06663885,0.0,62.6425527
4.814805348,3.534883721,3.873677249,3.404320988,144.7227279,147.4050701,155.2240072,159.9378992,154.4561001,25.69303986,26.10826889,6.431290898,-7.850684117,46.23770573,0.0584850184,0.08927022399,-0.03699110817,0.7177619018,0.7433106859,0.8252219138,0.495530168,1.036737698,1.161312321,0.9090909091,0.8598944628,0.8661781211,0.7253674469,1.150452718,1.094322982,0.4825250131,0.8028411052,0.9775436168,0.41702611,0.7567441633,0.9711726078,0.7845234312,0.9408536473,1.074461045,0.9275797067,1.073783433,1.104481501,1.004902277,0.7977153753,0.8818053521,0.9201523475,0.2140199639,0.1501865618,0.5974907466,0.08259517058,0.0,0.6963983015,-0.9841012049,0.0,11.04215076,0.0,0.0,0.0,0.0,1.873950546,0.4686067019,0.01851851852,0.03139329806,0.805090312,0.03741409718,3.166620655,2.190931349,1.160085922,33.70273077,10.09050592,0.0,18.19910121,22.64523548,14.29147963,14.95193556,0.0,34.03309147,26.02776825,0.0,5.817220841,4.390415048,11.12690298,24.26546827,0.0,0.0,1.639376376,78.87,0.4570521542,0.2795493197,0.03757834758,133.7769021,25.04206361,-3.050304278,-1.346285933,-0.239957759,0.343601045,-0.205236377,1771.427832,2.78,0.00673,-4.98,1.040278763,8.001919869,76.22777559,-0.3089938755,0.02265509787,30.46231185,17.42477227,-0.3211530302,0.4124923347,-0.8254628467,0.0,0.7456198714,-0.1042647296,0.4693229621,3.681818182,22.90618848,5.969305288,422.89903,0.4371397847,0.9450147324,0.0,11.38067233,14.16893075,1.435871163,-0.6239579034,0.9081451387,0.9723307852,0.0,4.209339775,0.0,0.0,1.686450546,-0.1079124207,4.197466082,4.86,0.0,1.121716911,0.1207386695,0.7255418636,0.6579038321,0.441638319,0.03356481481,10.94957578,3.261363142,1.202222222,9.051918136,1.53785659,1.007026489,0.275,1.115949918,1.27744511,0.4353954059,0.0,229.461129,1.583756609,0.8518174705,2.18,48.53093655,0.0,0.0,0.3567806752,0.9387269482,4.983978521,0.0,88.14717408
4.773957061,3.465517241,2.506858711,2.574133074,142.568784,147.0264186,150.228361,156.1724908,159.8089967,37.25823401,-42.15075398,6.387543253,-10.49134948,51.19414657,-0.1232475129,-0.06048862328,-0.3969541693,1.054521134,0.9514008569,0.7659585896,0.5496909568,0.9484975008,0.9355006689,1.28728987,1.498679609,1.328864352,0.702740662,1.076825843,1.046033514,0.9764116598,1.01926616,1.03888694,1.590509625,0.7324090131,0.7950806361,0.8949825732,1.429588173,1.141796019,0.9601897125,1.168403169,1.072127304,1.140327832,1.156503074,0.9274549705,0.7764336092,0.1752600273,0.1713114299,0.9040054457,0.09878289721,0.0,0.6865492513,0.0,0.0,0.0,0.0,0.0,1.592402954,0.0,2.137281307,0.5112554113,0.02272727273,0.0,0.7978354978,0.0,3.343809532,1.743653309,0.9045555148,29.43827486,0.0,5.098681808,58.8330126,11.89077157,0.0,14.59805822,0.0,21.82845468,14.59805822,0.0,6.9237372,0.0,31.81196091,5.563451492,2.084179544,0.0,1.613859381,30.19,0.3788208617,0.3411635488,0.04555555556,98.50396462,23.86903746,-4.431175036,-0.4233779371,-0.2706113907,0.3611107697,-0.1605658084,390.8279117,4.07,0.000727,-6.13,0.9870585298,3.041833764,72.40141278,-0.2023467969,0.008104529152,11.33678588,14.69444244,0.7265090676,1.585186006,-0.5265479465,0.0,1.194590431,-0.08150793651,0.8303601679,3.557142857,0.0,0.0,517.1973381,0.4274669274,1.575842697,0.0,0.0,9.499376415,0.604992329,-0.488799853,-0.09223950375,0.9837588168,0.0,2.810802469,0.0,2.084179544,1.952746599,-0.02946499146,4.182907326,5.2,0.0,1.407851293,-0.05953143414,0.9491976134,0.9331611463,0.25,0.03949652778,10.3119722,0.0,0.6394444444,0.0,1.532661506,1.14164185,0.075625,0.9229935795,0.9887640449,0.5499433048,0.0,241.954506,0.7050107658,1.116485791,3.63,25.12283841,0.0,0.0,0.1068279164,-4.269896194,0.0,6.9237372,57.46355333
4.84886367,3.345132743,2.631858711,2.624958292,145.9770422,152.953981,152.6842497,157.4450447,164.3073057,79.47213322,-37.51675171,13.71306515,-8.124599502,51.38666017,-0.009400924818,0.204855339,-0.001069349544,1.005233256,1.119522259,1.156194186,0.4977187343,1.033742759,1.029176312,0.8970563132,0.9653634742,1.080027722,0.663694868,1.126869159,0.9829832107,0.786586176,1.13598634,0.9583783785,1.173372775,0.8593066484,0.7802333168,1.32374746,0.8180613897,1.260601618,1.160368181,1.018835717,1.129072193,1.079834249,1.329678525,1.146837014,1.020986166,0.1655533624,0.1023502624,1.189562466,0.1146045727,0.0,0.6894086529,1.035422336,0.0,0.0,0.0,0.0,1.628356245,0.0,2.204546418,0.4913978495,0.01612903226,0.008602150538,0.7708333333,0.01518817204,3.623435714,2.104484741,1.194041746,33.67938053,5.316788604,5.425791397,52.80517724,10.57107519,0.0,20.40266096,4.992404733,11.38785599,21.31540493,6.544756406,26.93698721,5.13155848,45.37412621,16.69035448,6.966363136,0.0,1.606975805,67.51,0.696462585,0.5130385488,0.04419753086,24.93919058,26.14319643,-4.681897176,-1.321207125,-0.3160646832,0.214884952,0.2585630642,2128.759623,3.25,0.00148,-6.04,1.067856169,3.057287622,82.88111178,-0.4639389527,0.01189712548,22.68423376,14.63943836,0.8651733749,1.302008284,-0.4995508358,0.0,1.00069462,-0.06632421983,0.599047575,3.477477477,0.0,0.0,668.4879595,0.4299099009,1.140284268,5.316788604,0.0,14.98529578,0.6049842492,-0.5419792055,0.4662874006,0.6700631217,4.242987166,2.834535413,0.0,6.245856659,8.396827198,-0.3396214239,4.533878709,4.87,5.13155848,0.9637469746,0.1576279103,0.950767014,1.182748475,0.2749716524,0.04609929078,10.31162818,0.0,0.6669444444,0.0,1.629192624,0.9290481486,0.324691358,0.9861917993,0.7919241785,0.5652352563,7.580473886,226.7839094,0.9854975937,0.7366005658,0.0,44.54341733,0.0,0.0,0.3023904006,-5.934140263,4.983978521,27.315968,92.45590102
4.903407469,3.638554217,2.775983348,2.513594118,143.9205754,148.497033,155.7072841,157.6903983,156.1471078,47.5648778,-49.07432603,8.611111111,-11.11111111,49.36971113,-0.3256048181,0.007166955336,-0.2231714005,0.928830155,1.359112878,0.8892957006,0.4925806497,1.046212291,1.096330246,1.262825586,1.087030257,1.06378838,0.6357555488,1.046116046,1.09849187,0.806176138,1.059650804,1.134986036,1.36756626,0.7586816813,0.8736319481,0.9087220074,0.7062011674,0.9363242298,1.097914098,1.162316982,1.069299139,1.153244123,1.001694662,0.9636005185,0.945521376,0.1884334693,0.1109721935,0.7609291239,0.09332482137,0.0,0.6747025075,0.6099706843,0.0,0.0,0.0,0.0,1.623420283,0.0,2.091736636,0.4938271605,0.01851851852,0.006172839506,0.7666666667,0.01728395062,3.421298286,1.971019137,1.017358475,31.3110809,5.316788604,0.0,24.26546827,21.41454618,0.0,15.28474565,4.992404733,0.0,15.80357683,0.0,13.08951281,11.37477255,44.70847628,0.0,1.966259719,0.0,1.645994822,64.27,0.4734240363,0.3871527778,0.03834795322,20.66219208,30.25372769,-4.349804826,-1.364894195,-0.2638964467,0.3145197949,-0.1177401881,2341.143937,2.83,0.00211,-5.7,0.8777135459,3.047072057,76.14500065,-0.1576077168,0.01372609261,11.33678588,14.5557183,0.7654740384,0.7610229631,-0.8223163369,0.0,0.9954427595,-0.0698325723,0.138844502,3.764044944,5.835619786,0.0,541.7862372,0.4277146074,1.21019678,5.316788604,0.0,20.27715038,0.6098954052,-0.5891619341,0.9484356675,0.8290630371,4.778312075,3.116700033,0.0,1.966259719,0.7664550265,-0.08753184261,4.374958948,4.99,5.835619786,1.251863185,0.110670484,0.8208555188,0.05808531778,0.3027494302,0.03504521964,10.31134658,0.0,0.7397222222,0.0,1.604465575,1.096651031,0.145,1.034100731,1.08041958,0.4569302706,0.0,234.7065553,1.589003935,0.8234913383,3.26,43.32193961,0.0,0.0,0.2683216805,-5.361111111,0.0,6.9237372,75.58452023
4.91143227,3.472727273,3.905328798,3.804257529,147.1889596,150.5716193,153.3000036,156.5291915,157.0717226,39.74102079,-35.96030246,10.59924386,-11.68809074,45.48331132,-0.0008832956259,0.005339956495,0.08903173059,1.060415245,0.7549113867,0.922099812,0.4916131253,1.000354625,1.047029998,0.9582893529,0.9766345731,1.03765017,0.6291793313,1.077760892,1.029566179,0.5904261633,0.8753185132,1.101000288,1.008770503,0.7707667714,0.8555152636,0.8821284576,0.8639818236,1.070424328,1.035286165,1.106167404,1.142212589,1.19186736,0.9991903616,0.9850828399,0.9372538201,0.1536183472,0.09459016054,0.7090739295,0.1275821809,0.0,0.6888187153,-0.5318461614,5.31165637,24.77564615,10.84841365,0.0,0.0,0.0,1.850266211,0.4644444444,0.01666666667,0.03555555556,0.8050505051,0.05050505051,3.506544483,2.017017473,0.9830278467,33.15744284,15.20739338,0.0,12.13273414,22.63869376,14.26826309,14.76446326,5.733667477,39.70116891,27.4645853,0.0,0.0,0.0,0.0,4.681802935,0.1482791863,0.0,1.557441303,112.23,0.6815419501,0.454010771,0.04024305556,166.0474505,28.59171415,-3.363356727,-1.700926633,-0.4891252624,0.2840054021,-0.4165042679,2079.53101,1.9,0.0292,-4.4,1.055407817,7.009368062,82.10710869,-0.3798555678,0.02915093553,48.66141305,14.69241298,0.3604620607,0.8414820925,-0.5859350755,0.0,0.8673266483,-0.1140752033,0.2144410978,3.909090909,45.26462041,5.907179729,448.5513877,0.4298292218,1.051307301,6.792942306,12.3522092,4.681802935,1.400027874,-0.5028388231,1.601777853,0.8611567729,0.0,3.887860082,0.0,0.0,1.662766211,-0.3506699109,4.540534109,3.13,11.49902367,1.000980378,0.04521201485,0.8517541176,0.6044112097,0.6297166902,0.04722222222,10.94671414,3.150966553,1.375555556,0.0,1.494145365,1.002873503,0.2493904321,1.255180989,1.203305471,0.634753638,0.0,235.9860789,1.935583039,0.8816130274,2.64,54.09438804,0.0,0.0,0.3595600277,-3.198487713,19.6717347,0.0,74.48233525
4.88992845,3.753846154,2.794797178,2.942307692,144.1027622,150.3402747,157.2832898,158.2228931,154.7643358,38.23385369,35.15559637,6.644628099,-3.049586777,50.02006968,-0.02647993937,0.0763616943,-0.01540645135,1.176492564,1.021465435,0.3819553817,0.449132869,1.051293869,1.258961491,1.02689219,0.8366360391,0.9559527936,0.6111111111,0.9166666667,1.379881657,0.5735961645,0.9090066247,0.9275138058,0.6093650198,0.7963795128,0.9313135829,0.8808674439,1.207712225,1.335756738,0.9994501054,1.080802063,0.9801829355,0.8785771904,0.8789046908,0.999384296,1.171450206,0.2313117594,0.1229123691,0.5242119621,0.1086331621,0.0,0.6778019067,0.0,0.0,0.0,0.0,1.745355463,0.0,0.0,1.954116119,0.49138322,0.02380952381,0.008616780045,0.8229024943,0.0,3.3579855,1.68640862,0.7167116501,26.16116463,4.567099648,0.0,17.82825202,11.38785599,4.390415048,14.53505669,0.0,22.64523548,20.2879103,6.544756406,5.817220841,4.390415048,40.09928197,12.13273414,0.9231580688,0.0,1.606288741,30.71,0.2719274376,0.2777777778,0.04094444444,4.069284137,19.98217491,-3.695747383,-0.7633718554,0.00284819115,0.07937513201,0.00896802514,1654.378846,2.52,0.0287,-3.8,0.9245811722,8.001917412,71.27650742,-0.05932224527,0.01196873793,30.09146266,17.42477096,-0.2280816432,0.7949580694,-0.5107583867,0.0,0.650887574,-0.09665274297,0.6281940293,3.736111111,0.0,0.0,428.3645654,0.4302708267,0.8340659341,5.752853607,5.817220841,9.374393569,0.6267693425,-0.5059813562,0.6744930161,1.190508422,0.0,3.135339506,0.0,0.0,1.765255391,-0.2658369899,4.327682469,3.93,5.156436482,1.164931463,0.03326057847,0.7629250307,0.9292439811,0.2823601614,0.04318576389,10.33812228,0.0,0.5980555556,0.0,1.494237213,1.106482211,0.03,1.163461538,1.089567966,0.5386030745,0.0,222.1689699,1.050743735,0.8382195621,2.68,36.39820241,0.0,0.0,0.1128826531,5.809917355,4.983978521,11.70119289,80.14396752
4.821864782,3.0234375,2.528490028,2.638383838,146.3467283,151.2254929,157.186806,159.0318735,156.633458,50.20297521,43.61818182,8.479338843,1.247933884,49.47834402,-0.07109127655,0.0355086687,0.144729708,1.098436452,1.016168077,0.7786952573,0.5436466395,1.043135494,1.043135494,0.9738463563,0.777126301,0.8916458408,0.7281739687,1.186132075,0.9923349057,0.7414861039,1.053732652,1.393481191,0.8417966211,0.8795727074,0.9889053603,0.8184946154,1.048252812,1.146973605,1.131669773,1.171715426,1.015878179,1.08278471,0.8995710157,1.089856057,1.026381936,0.1606741544,0.09569664158,0.7104330604,0.1056068053,0.0,0.6797656753,0.0585009185,0.0,12.45432442,5.337351856,0.0,0.0,0.0,2.034631883,0.4739583333,0.015625,0.02604166667,0.7803921569,0.0300245098,3.693485395,2.087874319,0.8823513639,29.45497848,10.05365156,5.098681808,18.19910121,11.38785599,9.531400138,20.16532066,5.917906046,33.77213846,39.28626432,9.531400138,5.917906046,5.687386275,52.30116798,0.0,1.301084642,0.0,1.646727263,92.79,0.3786394558,0.3785076531,0.02737588652,142.3191854,29.60938638,-4.556060394,-1.438365411,-0.2568511041,0.2918328058,-0.2183428283,1432.418675,1.37,0.0256,-4.15,0.9691934421,7.008272348,81.59859702,-0.3439726879,0.01484414741,12.39368714,14.69086617,0.7858048546,0.7377308095,-0.6938780234,0.0,0.9424528302,-0.0845924029,0.2605033853,3.282442748,13.21376393,0.0,627.4634484,0.4382219329,0.8381712627,18.53055253,11.82508578,0.0,1.226142247,-0.36152442,1.902787534,1.074413231,0.0,3.027777778,0.01855092688,0.0,6.969418274,-0.0883041402,4.89900835,4.56,0.0,1.082033772,-0.02277752119,0.951651196,0.5123395002,0.3928227826,0.02919501134,10.9488747,2.948727373,0.9308333333,0.0,1.318146484,1.102790438,0.120933642,1.212012099,1.028941477,0.5068735754,0.0,199.6708979,1.385801344,0.9611489959,2.41,54.80329715,0.0,0.0,0.2832105064,2.727272727,19.86117603,12.84164325,88.54965866
