SpDiam_A,AATS5d,AATS7s,AATS8s,AATS1i,AATS2i,AATS3i,AATS4i,AATS6i,ATSC1dv,ATSC8dv,ATSC1d,ATSC7d,AATSC0v,MATS6s,MATS7s,MATS8s,GATS2c,GATS3c,GATS8c,GATS1dv,GATS3dv,GATS4dv,GATS6dv,GATS7dv,GATS8dv,GATS1d,GATS2d,GATS5d,GATS2s,GATS3s,GATS4s,GATS6s,GATS1v,GATS2v,GATS5p,GATS6p,GATS7p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS7i,GATS8i,RNCG,RPCG,Xc-3dv,Xc-5dv,Xc-6dv,AXp-0d,SdssC,SsNH2,SdO,SssO,SssS,SaaS,SddssS,MAXaaCH,AETA_alpha,AETA_beta_ns_d,ETA_dAlpha_B,ETA_epsilon_5,ETA_dEpsilon_D,IC1,CIC1,CIC2,ZMIC2,PEOE_VSA1,PEOE_VSA4,PEOE_VSA6,PEOE_VSA9,SMR_VSA1,SMR_VSA3,SMR_VSA4,SMR_VSA9,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA10,EState_VSA4,EState_VSA5,VSA_EState8,VSA_EState9,AMID_C,TopoPSA(NO),GGI6,GGI7,JGI4,RNCS,Mor02m,Mor03m,Mor13m,Mor26m,Mor30m,Mor31m,MOMI-Z,MLOGP,ESOL_Solubility_(mg/ml),Ali_Log_S,AATS8dv,AETA_beta_s,AETA_eta_F,AETA_eta_L,ATSC0i,ATSC0p,ATSC8d,AXp-1d,Ali_Solubility_(mg/ml),BCUTc-1h,BCUTd-1l,BCUTs-1h,ESOL_Log_S,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA9,FPSA3,GATS1p,GATS3v,GATS4c,GATS5dv,GATS6d,GATS6i,GATS7d,GGI3,GGI5,GGI8,GGI9,IC2,JGI2,JGI5,MATS1c,MATS2s,MATS3s,MDEC-33,Mor06m,Mor08m,Mor11m,Mor16m,Mor23m,PEOE_VSA2,RPCS,SaaaC,SaasC,SdS,Silicos-IT_Log_P,Silicos-IT_Solubility_(mg/ml),SlogP_VSA1,SpMax_A,SsOH,SssNH,SssssC,VE1_A,VSA_EState3,VSA_EState7,XLOGP3,Xc-5d,Xch-5d,Xch-7d,ZMIC1
4.99633447,3.066666667,2.466666667,2.283702409,145.045857,151.7808163,154.5847109,162.0658088,153.7869852,91.43252595,-111.1868512,18.88696655,-25.21607074,52.22564214,-0.09577186839,-0.004723994585,-0.001318857314,0.8204296587,0.923798806,0.9197600469,0.4745684031,1.043212565,1.08311348,1.36831172,1.206264518,1.110483351,0.7604015041,1.435418941,1.159934498,0.5303073254,0.8992749702,0.7568720209,0.7937709652,0.9811979846,0.847892995,0.8060504642,1.15128987,1.17929948,1.151053834,1.150658022,1.213894295,0.9923983499,0.9381128886,1.083114681,0.9984535941,0.2926393097,0.168850319,1.762182231,0.4665289338,0.1020620726,0.7105510391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.055152759,0.4820512821,0.01923076923,0.01794871795,0.7580246914,0.01761633428,3.303997161,2.368428181,1.346490872,28.37327328,5.106527395,5.098681808,45.89405,11.38785599,5.106527395,14.76446326,5.414990469,28.26427081,19.87099066,12.96557803,5.414990469,0.0,41.174265,5.693927995,9.890925645,0.0,1.737281155,50.94,0.8785034014,0.6823270975,0.04949864499,124.1941533,18.79239773,-3.597444181,-1.302169865,-0.04458693,0.1663626326,0.09362744359,1856.890625,3.06,0.0027,-5.28,6.661945867460924,1.2450457705824034,-1.167028395587175,0.9522667105950202,729.2193101323819,65.46427468093022,50.62446236381577,0.5933019035631195,0.22358381487836854,0.9537027790194406,0.41678075133245085,-9.575435426352549,11.150344103814799,53.441213379434465,-46.36980879689815,49.54353458305001,-75.95726764761058,-148.20745303039755,0.08310720885501725,6.216645394965987,1.6582339334857066,4.067057016391651,-0.5362117500899863,-4.005605505990782,1.4830511116006266,-1.1892770057867428,5.56772804928003,0.3360624903467617,1.547569182714931,3.268894516642667,12.382071072190707,0.04336288671072451,-0.07270730166509076,-3.0491237109793623,4.768856791217772,-0.4883795878120603,-36.77466326947791,3.923158245731342,-14.569827014595752,9.373649637869063,-1.2945811246037588,-2.959595702271442,-30.760408081453946,-495.15199239344213,-20.926529587353688,0.4630529852402212,-38.547351251613634,-24.719794108127253,0.04099970818564042,176.65967607763147,1.743922342517791,-76.97295589060057,64.46064895750409,-24.836046924261932,6.824668515040873,-126.71827179887981,72.93552797685766,-18.216153212124567,0.07664449854969552,0.35631399268287567,-1.2560753538786966,28.596222720187587
4.83287049,3.280898876,2.793103448,2.854642314,149.6517217,156.7887235,165.1300249,161.1284905,163.1065269,74.27852893,75.41319632,11.26608978,1.135208221,47.50931806,-0.1940148838,-0.08331887009,0.08640454012,1.31642711,1.322431658,1.016702807,0.3869798971,1.039052346,1.026194743,1.266190829,0.9712334693,0.7252172632,0.6450498108,1.044650369,1.297543257,0.6101764648,0.9604706502,0.9095742073,1.485893777,0.9001993602,0.853075442,1.036944541,1.049558482,1.070124523,1.170095256,1.250283439,0.8916500422,1.005423611,1.067359088,0.9758674735,0.8242227403,0.1832797149,0.08637282833,0.6617085363,0.05720369498,0.0,0.6959864369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.907275554,0.4686813187,0.03846153846,0.03131868132,0.8153439153,0.01982091982,3.743368755,1.682895999,0.7237073367,28.33828488,5.316788604,5.098681808,0.0,17.57815784,4.390415048,24.73242031,0.0,11.38785599,24.73242031,6.544756406,12.74095804,15.7651876,34.64685839,6.066367068,4.618875901,0.0,1.51914289,68.52,0.5111564626,0.2803996599,0.04253753754,32.21497008,24.2729562,-2.989518449,-1.516796498,-0.1333143151,0.3854469559,-0.08393550899,1305.357101,1.75,0.0436,-3.57,17.537268112461295,1.369654116308964,-0.40166700443837566,0.7880771320719508,829.0692596443403,61.58079867261982,96.05955590893397,0.591775978502971,-0.003323667985182136,1.0338953114048364,0.15655648104977948,-6.885653853123765,12.21863433807719,84.2251581894677,-43.23135482869169,112.41525574529228,37.951606801468216,-143.9254022717123,0.1108612307022955,5.796012300214657,1.903103827493871,4.32632933913852,-0.9279810549608518,-4.362627537920025,1.3602596098484232,-2.0046244003210156,5.027246264202971,1.110520030991863,1.7588719152432426,3.6425129679933113,13.491199872979644,0.0522482440799555,-0.0688522650434841,-3.286105619376144,4.931744106799655,-0.5910086771866901,-32.97895545840171,4.186096578736578,-15.965131287250008,10.453154457220968,-0.5182541504309377,-4.301505095381172,-21.747494520987388,-250.91000075300883,-21.476570508539293,-10.241514983029603,-36.58356849552089,-30.857611074618372,-0.08289228445905399,214.74676811245433,1.571596540078148,-90.30866772324096,79.6771202715602,-29.23279576194826,8.526484080768757,-120.75529939565351,80.68590473793253,-22.89088044665349,0.6499663188197777,0.28565225038526554,-1.7998441805126464,33.16826486882182
4.808350992,3.307692308,2.595588235,2.598870056,144.7629259,147.7589175,153.50475,153.9041889,157.9388272,26.51862673,-0.1607012418,6.734842951,-1.685902118,49.22976446,-0.1005165051,0.09118856424,0.07486897859,1.233316744,0.8490926167,0.9127689359,0.563096817,1.017292389,1.040318302,1.090552143,0.9179279139,1.025513645,0.5911242604,1.079036348,1.086253983,1.03106203,0.8978491903,0.9035789474,1.115573061,0.7846235028,0.9533476093,0.9340563371,1.007845284,1.090007646,0.97878136,1.152129437,0.975662232,1.155467498,1.053043714,0.9989757454,1.077909055,0.1934537568,0.1287815026,0.4238365946,0.0761440227,0.0,0.6732572563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.076018519,0.4826086957,0.0,0.01739130435,0.75,0.01956521739,2.774861885,2.434591481,1.11403462,30.60576651,0.0,5.098681808,36.39820241,11.38785599,0.0,20.16532066,0.0,33.77213846,20.16532066,0.0,0.0,0.0,33.77213846,0.0,0.0,0.0,1.735372024,54.46,0.2586394558,0.1962159864,0.02134680135,53.96419523,20.9493021,-2.789726047,-1.178525788,-0.09450641028,0.3661234005,-0.2843668516,1329.437404,1.91,0.0207,-3.87,20.416243558370827,1.3350027927550043,-0.37255626459027935,0.727319517606912,751.2373250325139,45.28144356112576,59.94437853738528,0.5298305241829075,0.1949541249993092,1.3004604515313885,0.6337717887922508,0.35510342544128104,12.515606395657992,119.61023868639009,-1.2503956927734423,97.80570151508033,38.61530122077929,-155.79762300189472,0.1337221915874054,4.659510356667692,2.2057931615251443,4.5732747684624115,-1.4609942946566683,-2.806984287258996,0.6289057428795477,-0.818012623500399,1.819382363066011,0.5871294281276496,1.1090212091560097,2.8922451192559757,11.532068825457102,0.09448828706159643,-0.03813246019941085,-3.596577269894263,4.7129908203378745,-0.4505478941914777,-30.748125773568034,1.2037098388627916,-11.614528325324057,8.053926167135474,1.9420341101187768,-4.1647709869241,-34.37290306652745,-17.9340248263632,-18.375656111205192,-19.717448803374076,-35.090063660976185,-25.488898026765646,-0.15001456671830718,174.44072830476438,1.767491832130828,-80.11253281247865,55.02901487870302,-32.64336697933472,7.089580337377678,-133.2577094550875,49.06938222683798,-22.496179709908436,0.9768956183847881,0.903145366880271,-1.3451010418082365,-22.437566383673378
4.814805348,3.534883721,3.873677249,3.404320988,144.7227279,147.4050701,155.2240072,159.9378992,154.4561001,25.69303986,26.10826889,6.431290898,-7.850684117,46.23770573,0.0584850184,0.08927022399,-0.03699110817,0.7177619018,0.7433106859,0.8252219138,0.495530168,1.036737698,1.161312321,0.9090909091,0.8598944628,0.8661781211,0.7253674469,1.150452718,1.094322982,0.4825250131,0.8028411052,0.9775436168,0.41702611,0.7567441633,0.9711726078,0.7845234312,0.9408536473,1.074461045,0.9275797067,1.073783433,1.104481501,1.004902277,0.7977153753,0.8818053521,0.9201523475,0.2140199639,0.1501865618,0.5974907466,0.08259517058,0.0,0.6963983015,-0.9841012049,0.0,11.04215076,0.0,0.0,0.0,0.0,1.873950546,0.4686067019,0.01851851852,0.03139329806,0.805090312,0.03741409718,3.166620655,2.190931349,1.160085922,33.70273077,10.09050592,0.0,18.19910121,22.64523548,14.29147963,14.95193556,0.0,34.03309147,26.02776825,0.0,5.817220841,4.390415048,11.12690298,24.26546827,0.0,0.0,1.639376376,78.87,0.4570521542,0.2795493197,0.03757834758,133.7769021,25.04206361,-3.050304278,-1.346285933,-0.239957759,0.343601045,-0.205236377,1771.427832,2.78,0.00673,-4.98,25.770901067012616,1.4037475852833345,0.09565458452464703,0.6826434843360194,747.5816730493863,50.04513305802399,82.78194528991352,0.5485616474980233,0.0009152034289375104,1.360825587705466,0.042784535784123445,0.17349687826701388,13.668028905508995,120.88424601903283,-5.609323396084066,146.00022488013974,126.90933106244823,-117.41860912924285,0.16055145231042092,4.588581606957181,2.1496560347234634,5.290163757025583,-1.76556683847992,-3.4465025010689114,1.132864808232268,-1.5332060020427156,2.5930462277301425,1.7054909439622916,1.6617565406193133,3.4689096011956284,12.81301883113423,0.1074812448521576,-0.03259427030928873,-4.308785782065641,4.688976634840918,-0.5965771232194215,-20.757820460366,1.3383693276664652,-13.664048714614589,8.835564549431082,2.362211814806717,-4.904449551538484,-39.56910020541822,-105.77068885332065,-18.868205988150432,-17.128054476398276,-37.443789025307545,-29.399336552748533,-0.17663189724276923,215.64222367372415,1.7361462685868698,-81.28179275031455,66.28645678527522,-31.252699253416946,8.467857925979683,-121.1404232680683,52.66920505198238,-26.636646258373162,1.4023657079102096,0.9266963631183268,-1.460389373428482,4.151066494095325
4.773957061,3.465517241,2.506858711,2.574133074,142.568784,147.0264186,150.228361,156.1724908,159.8089967,37.25823401,-42.15075398,6.387543253,-10.49134948,51.19414657,-0.1232475129,-0.06048862328,-0.3969541693,1.054521134,0.9514008569,0.7659585896,0.5496909568,0.9484975008,0.9355006689,1.28728987,1.498679609,1.328864352,0.702740662,1.076825843,1.046033514,0.9764116598,1.01926616,1.03888694,1.590509625,0.7324090131,0.7950806361,0.8949825732,1.429588173,1.141796019,0.9601897125,1.168403169,1.072127304,1.140327832,1.156503074,0.9274549705,0.7764336092,0.1752600273,0.1713114299,0.9040054457,0.09878289721,0.0,0.6865492513,0.0,0.0,0.0,0.0,0.0,1.592402954,0.0,2.137281307,0.5112554113,0.02272727273,0.0,0.7978354978,0.0,3.343809532,1.743653309,0.9045555148,29.43827486,0.0,5.098681808,58.8330126,11.89077157,0.0,14.59805822,0.0,21.82845468,14.59805822,0.0,6.9237372,0.0,31.81196091,5.563451492,2.084179544,0.0,1.613859381,30.19,0.3788208617,0.3411635488,0.04555555556,98.50396462,23.86903746,-4.431175036,-0.4233779371,-0.2706113907,0.3611107697,-0.1605658084,390.8279117,4.07,0.000727,-6.13,14.131151461104121,1.27801058177407,-0.962526468521419,0.8077860981754991,778.8709312767475,46.40670576537393,31.27988696145483,0.5246688278174375,0.2687936902861953,1.2379722806301325,0.9254983016139295,1.5687631997848541,9.646451581382642,108.97425233826372,2.0433304127959935,63.57415429735185,-35.74878017676804,-171.37493498500845,0.10119234684812389,4.733971875541782,2.2279106011814385,4.493333053739091,-1.1510925809954404,-2.683292882146774,0.5635489882976794,-0.10261838149913194,1.8196857220939486,-0.7409658013239088,0.7642204681589129,2.5708609304200163,10.696788653257771,0.07285405278917194,-0.05287805449831524,-3.2374958471513042,4.704169139765081,-0.21418378713081254,-37.245076310462586,2.56071918240725,-10.27948463992173,7.613927640245656,1.2477846567707707,-3.930273487611876,-44.29163840942098,-11.47119615905278,-17.16014426429364,-21.01482281492067,-35.502364548186065,-18.890477807423654,-0.1250666053417095,147.63596559286196,1.7432353535457423,-82.90437569942931,50.925242372014324,-32.715347518462494,6.015170294002769,-151.27463527345853,44.41924548522806,-15.84341899956791,0.4040205407862414,0.9169869056973767,-1.2041291789976025,-27.51837997354368
4.84886367,3.345132743,2.631858711,2.624958292,145.9770422,152.953981,152.6842497,157.4450447,164.3073057,79.47213322,-37.51675171,13.71306515,-8.124599502,51.38666017,-0.009400924818,0.204855339,-0.001069349544,1.005233256,1.119522259,1.156194186,0.4977187343,1.033742759,1.029176312,0.8970563132,0.9653634742,1.080027722,0.663694868,1.126869159,0.9829832107,0.786586176,1.13598634,0.9583783785,1.173372775,0.8593066484,0.7802333168,1.32374746,0.8180613897,1.260601618,1.160368181,1.018835717,1.129072193,1.079834249,1.329678525,1.146837014,1.020986166,0.1655533624,0.1023502624,1.189562466,0.1146045727,0.0,0.6894086529,1.035422336,0.0,0.0,0.0,0.0,1.628356245,0.0,2.204546418,0.4913978495,0.01612903226,0.008602150538,0.7708333333,0.01518817204,3.623435714,2.104484741,1.194041746,33.67938053,5.316788604,5.425791397,52.80517724,10.57107519,0.0,20.40266096,4.992404733,11.38785599,21.31540493,6.544756406,26.93698721,5.13155848,45.37412621,16.69035448,6.966363136,0.0,1.606975805,67.51,0.696462585,0.5130385488,0.04419753086,24.93919058,26.14319643,-4.681897176,-1.321207125,-0.3160646832,0.214884952,0.2585630642,2128.759623,3.25,0.00148,-6.04,14.463448571203745,1.311439305831863,-0.7207250598860455,0.865324861586137,749.3917355819173,65.38796395428727,77.78980766554376,0.5884819764975956,-0.032496326654241126,1.00246715051238,0.2813320564918995,-10.479198181835276,11.926710772643643,70.58522218553546,-54.46562628065405,78.85822634462849,0.24280066560507052,-135.90416571814737,0.10668656964663953,5.763933514032261,1.8011255940983915,4.286970916707159,-0.9490779260674924,-4.137341301541207,1.3227762160852437,-1.622990771152605,4.419013869103983,0.7981284544438906,1.6958060707174987,3.5357289593419337,12.944811435037918,0.050125203336321936,-0.06651782774642401,-3.4735611896333762,4.932267921828105,-0.6746729109358844,-34.23806808831998,4.262185803714707,-15.451408586364268,10.29873401225994,-0.2057661007822023,-3.69836968931253,-31.045153173321353,-375.2187590105292,-22.174462752382084,-1.6715795299821243,-36.533450883623416,-28.42570500176512,-0.004301860026825524,204.8444202838355,1.6361514308688463,-85.1508433359821,71.5439022159172,-26.37238088740557,7.9092139332005935,-120.15941414957692,78.21269277660531,-21.802765821172795,0.3968975176504084,0.471609086922007,-1.564535573884256,33.56453445206675
4.903407469,3.638554217,2.775983348,2.513594118,143.9205754,148.497033,155.7072841,157.6903983,156.1471078,47.5648778,-49.07432603,8.611111111,-11.11111111,49.36971113,-0.3256048181,0.007166955336,-0.2231714005,0.928830155,1.359112878,0.8892957006,0.4925806497,1.046212291,1.096330246,1.262825586,1.087030257,1.06378838,0.6357555488,1.046116046,1.09849187,0.806176138,1.059650804,1.134986036,1.36756626,0.7586816813,0.8736319481,0.9087220074,0.7062011674,0.9363242298,1.097914098,1.162316982,1.069299139,1.153244123,1.001694662,0.9636005185,0.945521376,0.1884334693,0.1109721935,0.7609291239,0.09332482137,0.0,0.6747025075,0.6099706843,0.0,0.0,0.0,0.0,1.623420283,0.0,2.091736636,0.4938271605,0.01851851852,0.006172839506,0.7666666667,0.01728395062,3.421298286,1.971019137,1.017358475,31.3110809,5.316788604,0.0,24.26546827,21.41454618,0.0,15.28474565,4.992404733,0.0,15.80357683,0.0,13.08951281,11.37477255,44.70847628,0.0,1.966259719,0.0,1.645994822,64.27,0.4734240363,0.3871527778,0.03834795322,20.66219208,30.25372769,-4.349804826,-1.364894195,-0.2638964467,0.3145197949,-0.1177401881,2341.143937,2.83,0.00211,-5.7,20.38996276612471,1.348591144310955,-0.35691591286113034,0.7475753382569099,792.8685369946252,53.497442348787864,73.3883451959205,0.5567682740098424,-0.03298113361808326,1.1718955562162798,0.2779616443915518,-3.455548938666656,11.081273962876637,106.31085977190413,-25.43060332674719,111.61502102175015,56.54193686817705,-139.98998879541114,0.12364967926034534,4.963914164994254,2.1215295044528206,5.008868019003932,-1.3509912480535,-3.699363020228123,1.0913586802702029,-1.3153309163908746,3.2941513325416483,0.7737721141396131,1.4507362915042759,3.30400759307199,12.334048443195021,0.0762171382397908,-0.054128946954650335,-3.781806655420694,4.836707425656704,-0.47106451041131536,-29.690378178584695,3.3890508986852828,-13.984134448608373,9.413517630758093,0.9638894998935519,-4.376031448578831,-40.70699331493446,-162.00939866469344,-19.90518256567064,-15.429181837173616,-38.12636331167486,-26.72181898613336,-0.13048694655344675,204.53484637618274,1.6290976298182471,-87.71690412002573,69.2545232441925,-30.522527351746497,8.029529324218988,-130.32140649909167,63.83973536810829,-21.230354293066544,0.8801999828090954,0.6501912894155996,-1.5809007038766771,15.833472578434197
4.91143227,3.472727273,3.905328798,3.804257529,147.1889596,150.5716193,153.3000036,156.5291915,157.0717226,39.74102079,-35.96030246,10.59924386,-11.68809074,45.48331132,-0.0008832956259,0.005339956495,0.08903173059,1.060415245,0.7549113867,0.922099812,0.4916131253,1.000354625,1.047029998,0.9582893529,0.9766345731,1.03765017,0.6291793313,1.077760892,1.029566179,0.5904261633,0.8753185132,1.101000288,1.008770503,0.7707667714,0.8555152636,0.8821284576,0.8639818236,1.070424328,1.035286165,1.106167404,1.142212589,1.19186736,0.9991903616,0.9850828399,0.9372538201,0.1536183472,0.09459016054,0.7090739295,0.1275821809,0.0,0.6888187153,-0.5318461614,5.31165637,24.77564615,10.84841365,0.0,0.0,0.0,1.850266211,0.4644444444,0.01666666667,0.03555555556,0.8050505051,0.05050505051,3.506544483,2.017017473,0.9830278467,33.15744284,15.20739338,0.0,12.13273414,22.63869376,14.26826309,14.76446326,5.733667477,39.70116891,27.4645853,0.0,0.0,0.0,0.0,4.681802935,0.1482791863,0.0,1.557441303,112.23,0.6815419501,0.454010771,0.04024305556,166.0474505,28.59171415,-3.363356727,-1.700926633,-0.4891252624,0.2840054021,-0.4165042679,2079.53101,1.9,0.0292,-4.4,26.562068533999163,1.479129556114585,0.31954194478031894,0.7334172535337318,665.3453434561754,60.00203666064458,103.54996186550123,0.5743680051860309,-0.1850409754142819,1.5401159216307363,-0.061162212012081385,-10.212134755823858,17.819121898863898,111.98210699388824,-33.958150353634224,154.29850201344496,142.2297343307374,-58.9826455825287,0.20564319486740862,5.186141834846973,1.797363692881171,5.008797661895868,-2.0819702378569773,-4.009719918092846,1.6399912064305333,-2.17260059765919,2.8699473511763047,2.548660584870256,2.0393737229749105,4.0554466829111595,13.89546727365107,0.08115924039190744,-0.03610309432005776,-4.965903330553237,5.180294571436441,-1.1298743429107787,-12.748009483582727,-0.3405768336624859,-16.716799859017925,9.511599657140657,3.171332246731049,-4.666628422949228,-33.00968406702059,-437.3441671624271,-24.53543848243043,0.5171931585924927,-39.84999228050647,-36.40574077415441,-0.126453392587607,282.36685435298364,1.7774326302241434,-87.01864015596655,66.41555661942395,-29.264384010237308,9.380822922838178,-122.18709737255824,57.26800250036053,-33.66998726153728,1.3564351614328098,1.1168722968707943,-1.416216356474174,33.5638406795383
4.88992845,3.753846154,2.794797178,2.942307692,144.1027622,150.3402747,157.2832898,158.2228931,154.7643358,38.23385369,35.15559637,6.644628099,-3.049586777,50.02006968,-0.02647993937,0.0763616943,-0.01540645135,1.176492564,1.021465435,0.3819553817,0.449132869,1.051293869,1.258961491,1.02689219,0.8366360391,0.9559527936,0.6111111111,0.9166666667,1.379881657,0.5735961645,0.9090066247,0.9275138058,0.6093650198,0.7963795128,0.9313135829,0.8808674439,1.207712225,1.335756738,0.9994501054,1.080802063,0.9801829355,0.8785771904,0.8789046908,0.999384296,1.171450206,0.2313117594,0.1229123691,0.5242119621,0.1086331621,0.0,0.6778019067,0.0,0.0,0.0,0.0,1.745355463,0.0,0.0,1.954116119,0.49138322,0.02380952381,0.008616780045,0.8229024943,0.0,3.3579855,1.68640862,0.7167116501,26.16116463,4.567099648,0.0,17.82825202,11.38785599,4.390415048,14.53505669,0.0,22.64523548,20.2879103,6.544756406,5.817220841,4.390415048,40.09928197,12.13273414,0.9231580688,0.0,1.606288741,30.71,0.2719274376,0.2777777778,0.04094444444,4.069284137,19.98217491,-3.695747383,-0.7633718554,0.00284819115,0.07937513201,0.00896802514,1654.378846,2.52,0.0287,-3.8,15.166491136018578,1.320925841580424,-0.8425150514178432,0.7898482204771597,821.8861090407039,45.55971102503863,43.14399883217052,0.530518235536531,0.3408871499963952,1.2750970493589138,0.8196535916118215,4.292936047557363,10.50161286289203,109.85198668346305,11.40398500502783,82.26082530284609,-23.757838525278405,-171.13351221309722,0.10741400566612919,4.92814033933013,2.2210158702229554,4.283054249510055,-1.0850183456115712,-2.845994767867338,0.6156544571266696,-0.39765532052202834,2.375239677839958,-0.4883031709450699,0.8506460298351356,2.675118973085774,11.247405933025359,0.07279173020766883,-0.05434035774863306,-3.1890421810433254,4.727937071452945,-0.18644753899295163,-35.98753952250719,2.2102165219987837,-10.93735355976974,7.786158328389852,0.8125312309955837,-4.170637933534523,-39.52326895434171,47.387195601633614,-17.389338161364755,-23.79149120712086,-34.96857979585565,-21.51280759882657,-0.12803682211419412,159.9079519416977,1.7297652784995154,-82.21216445210756,57.15889403318101,-33.9991146191428,6.227470024594725,-149.5926460770982,46.69745295347131,-17.161873056314388,0.4715266011800358,0.8176028794064347,-1.20848042957486,-29.874099355014202
4.821864782,3.0234375,2.528490028,2.638383838,146.3467283,151.2254929,157.186806,159.0318735,156.633458,50.20297521,43.61818182,8.479338843,1.247933884,49.47834402,-0.07109127655,0.0355086687,0.144729708,1.098436452,1.016168077,0.7786952573,0.5436466395,1.043135494,1.043135494,0.9738463563,0.777126301,0.8916458408,0.7281739687,1.186132075,0.9923349057,0.7414861039,1.053732652,1.393481191,0.8417966211,0.8795727074,0.9889053603,0.8184946154,1.048252812,1.146973605,1.131669773,1.171715426,1.015878179,1.08278471,0.8995710157,1.089856057,1.026381936,0.1606741544,0.09569664158,0.7104330604,0.1056068053,0.0,0.6797656753,0.0585009185,0.0,12.45432442,5.337351856,0.0,0.0,0.0,2.034631883,0.4739583333,0.015625,0.02604166667,0.7803921569,0.0300245098,3.693485395,2.087874319,0.8823513639,29.45497848,10.05365156,5.098681808,18.19910121,11.38785599,9.531400138,20.16532066,5.917906046,33.77213846,39.28626432,9.531400138,5.917906046,5.687386275,52.30116798,0.0,1.301084642,0.0,1.646727263,92.79,0.3786394558,0.3785076531,0.02737588652,142.3191854,29.60938638,-4.556060394,-1.438365411,-0.2568511041,0.2918328058,-0.2183428283,1432.418675,1.37,0.0256,-4.15,25.249551845540587,1.4553770119516223,0.11930160541390755,0.7425577711311768,744.79277226688,64.36199582545443,112.16087465229279,0.5749767929622953,-0.18191474598851562,1.3186595504423024,0.028812957235233472,-7.3157229354873134,14.829058349445967,91.95368719894412,-31.507042736756183,140.33839074773192,124.81771404524424,-96.28861586875959,0.16009368814915761,5.179352724662861,1.8187056929458139,4.3051872104375475,-1.5626684353688738,-3.860480392944126,1.2845453344786297,-2.330441928718769,3.1767442345393775,2.204175557321795,2.0433112370629902,3.8646224839471124,14.130918663547954,0.07973835265378287,-0.04116245566084808,-4.052159591427496,5.010720086477088,-0.9606833922621073,-22.509281255329043,1.9527627698206311,-15.866842637970388,10.416461728131162,2.2676195997379534,-5.0776123304408785,-23.387795107960514,-251.7715470515107,-20.772363326916878,-4.143974010521881,-32.03412158477054,-33.901003460341656,-0.07105674012525952,238.96588793947234,1.6921233095798178,-84.83292408610603,73.02986940478976,-29.581169014507463,9.277479623565343,-105.13400214607617,67.71336213985768,-29.78246608994383,1.1539861609423574,0.9264596696887987,-1.4961022542183477,21.67367186460502
